CategoryId,CategoryName,PackageName,Price,Sessions,Description
budovani-svalu,BUDOVÁNÍ SVALŮ,Budování svalů kombo 2 partie (60 minut),2 100Kč,1,"Extrémní výsledky díky zatížení více svalových skupin naráz. Pro maximální efekt a rychlé výsledky. Založeno na systému EMS 30 000 supramaximálních kontrakcí. Vhodné i pro regeneraci svalů po silném svalové záteži. 30 minut na stroji nahrazuje 5,5h v posilovně"
budovani-svalu,BUDOVÁNÍ SVALŮ,Balíček Budování kombo 2 partie (60 minut) 5 ošetření sleva 10%,9 450Kč,1,"Kombinace dvou partií (břicho + zadek, nohy + zadek, břicho + paže). Komplexnější trénink pro lepší výsledky. Založeno na systému EMS 30 000 supramaximálních kontrakcí. Vhodné i pro regeneraci svalů po silném svalové záteži. 30 minut na stroji nahrazuje 5,5h v posilovně"
budovani-svalu,BUDOVÁNÍ SVALŮ,Balíček Budování kombo 2 partie (60 minut) 10 ošetření sleva 15%,17 850Kč,1,"Kombinace dvou partií (břicho + zadek, nohy + zadek, břicho + paže). Komplexnější trénink pro lepší výsledky. Založeno na systému EMS 30 000 supramaximálních kontrakcí. Vhodné i pro regeneraci svalů po silném svalové záteži. 30 minut na stroji nahrazuje 5,5h v posilovně"
hifu,HIFU FACELIFT,HIFU facelift celý obličej bez očního okolí (60 minut),5 500Kč,1,Kompletní ošetření celého obličeje pro komplexní omlazení a vypnutí pleti pomocí technologie HIFU 7D
hifu,HIFU FACELIFT,HIFU facelift celý obličej + krk (90 minut),6 500Kč,1,Nejkomplexnější ošetření zahrnující obličej i krk pro maximální anti-aging efekt pomocí technologie HIFU 7D
hifu,HIFU FACELIFT,"HIFU facelift  krk, podbradek (45 minut)",3 900Kč,1,"Cílené ošetření spodní části obličeje, ideální pro řešení povolené kůže v oblasti brady, krku a podbradku neboli dvojité brady pomocí technologie HIFU 7D"
hifu,HIFU FACELIFT,"HIFU facelift čelo, oční okolí (30 minut)",2 900Kč,1,Jemné ošetření očního okolí a čela pro redukci vrásek a zpevnění víček pomocí technologie HIFU 7D
hifu,HIFU FACELIFT,HIFU facelift dolní část obličeje + podbradek( 60 minut),4 500Kč,1,Zaměření na dolní část obličeje plus podbradek pomocí technologie HIFU 7D
hifu,HIFU FACELIFT,HIFU facelift oblast očí (30 minut),2 000Kč,1,Samostatné ošetření oblasti očí pro zpevnění a vytvarování kontur pomocí technologie HIFU 7D
hifu,HIFU TĚLO,"HIFU formování postavy břicho( cena je závislá na počtu impulzů, nutná konzultace)",6500-10000,1,"Formování postavy štíhlejší břicho, zeštíhlení a zmenšení tukvých zásob pomocí technologie HIFU 7D, nutná konzultace, cena se odvíjí od velikosti bříška"
hifu,HIFU TĚLO,"HIFU formování postavy břicho horní část ( cena je závislá na počtu impulzů, nutná konzultace)",3900-4500,1,"Formování postavy štíhlejší bříško, zaštíhlení a zmenšení tukvých zásob pomocí technologie HIFU 7D, nutná konzultace, cena se odvíjí od velikosti bříška"
hifu,HIFU TĚLO,"HIFU formování postavy břicho dolní část ( cena je závislá na počtu impulzů, nutná konzultace)",3900-4900,1,"Formování postavy štíhlejší bříško, zeštíhlení a zmenšení tukvých zásob pomocí technologie HIFU 7D, nutná konzultace, cena se odvíjí od velikosti bříška"
hifu,HIFU TĚLO,HIFU formování postavy paže,4 900Kč,1,"Formování postavy, štíhlejší paže a zmenšení tukvých zásob pomocí technologie HIFU 7D"
hifu,HIFU TĚLO,"HIFU formování postavy stehna( přední, nebo zadní část) 1 varianta",6 500Kč,1,Formování postavy stehna a zmenšení tukvých zásob pomocí technologie HIFU 7D
hifu,HIFU TĚLO,HIFU formování postavy stehna přední i zadní část,9 000Kč,1,Formování postavy stehna zeštíhlení stehen a zmenšení tukvých zásob pomocí technologie HIFU 7D
hifu,HIFU TĚLO,"HIFU formování postavy kolena, omlazení kolen",3 500Kč,1,"Formování postavy kolena, zeštíhlení kolen a zmenšení tukvých zásob pomocí technologie HIFU 7D"
hifu,HIFU TĚLO,"HIFU liftingový balíček obličej, krk, dekolt",8 900Kč,1,"Kompletní ošetření celého obličeje a dekoltu pro komplexní omlazení a vypnutí pleti pomocí technologie HIFU 7D, Lifting, povadlá tvář, neinvazivní zákrok"
hifu,HIFU TĚLO,"HIFU tvarování těla (břicho, paže) do určitého počtu impulzů nutná konzultace",12 900Kč,1,"Kompletní ošetření celého břicha a paží pro komplexní omlazení a vypnutí, zeštíhlení pomocí technologie HIFU 7D, Lifting, povadlá tvář, neinvazivní zákrok"
endosphere,ENDOS-ROLLER,Endos-roller ruce 45 minut,850Kč,1,Základní ošetření jedné problematické partie těla.
endosphere,ENDOS-ROLLER,"Endos-roller 1 partie břicho, zadek, nohy 45 minut ",1 050Kč,1,"Ošetření jedné partie těla pomocí technologie Endospher/ endos, zeštíhluje, odvodňuje, pomáhá s pocitem těžkých nohou, konturuje postavu, pomáhá odvádět toxiny z těla ven. Ošetření lze provádět na bříšku, zadku, nohou vždy jen 1 partie je v ceně"
endosphere,ENDOS-ROLLER,Endos-roller balíček 5 ošetření za 1 partii - sleva 10%,4 725Kč,1,"Ošetření jedné partie těla pomocí technologie Endosphere/ endos, zeštíhluje, odvodňuje, pomáhá s pocitem těžkých nohou, konturuje postavu, pomáhá odvádět toxiny z těla ven. Ošetření lze provádět na bříšku, zadku, nohou vždy jen 1 partie je v ceně"
endosphere,ENDOS-ROLLER,Endos-roller balíček 10 ošetření za 1 partii - sleva 15%,8 925Kč,1,"Ošetření jedné partie těla pomocí technologie Endospher/ endos, zeštíhluje, odvodňuje, pomáhá s pocitem těžkých nohou, konturuje postavu, pomáhá odvádět toxiny z těla ven. Ošetření lze provádět na bříšku, zadku, nohou vždy jen 1 partie je v ceně"
endosphere,ENDOS-ROLLER,"Endos-roller 2 břicho/ ruce, nohy/zadek 60 minut",1 500Kč,1,"Ošetření dvou partií těla pomocí technologie Endospher/ endos, zeštíhluje, odvodňuje, pomáhá s pocitem těžkých nohou, konturuje postavu, pomáhá odvádět toxiny z těla ven. Ošetření lze provádět na bříšku, zadku, nohou 2 partie v ceně"
endosphere,ENDOS-ROLLER,Endos-roller - celé tělo 75 minut skvělý na rozjetí celého lymfatického systému,1 900Kč,1,Kompletní ošetření celého těla pro maximální efekt.
endosphere,ENDOS-ROLLER,Endos-roller balíček 6 ošetření celé tělo - sleva 10%,10 260Kč,1,Kompletní ošetření celého těla pro maximální efekt.
endosphere,ENDOS-ROLLER,Endos-roller balíček 10 ošetření celé tělo - sleva 15%,16 150Kč,1,Kompletní ošetření celého těla pro maximální efekt.
endosphere,ENDOS-ROLLER,Endos-roller obličej a dekolt 30 minut,600Kč,1,"Ošetření obličeje, v momentě kdy nám natéká obličej nebo chceme vytvořit jemný liftingový efekt"
endosphere,ENDOS-ROLLER,Endos-roller obličej a dekolt balíček 6 ošetření sleva 10%,3 240Kč,1,"Ošetření obličeje, v momentě kdy nám natéká obličej nebo chceme vytvořit jemný liftingový efekt"
endosphere,ENDOS-ROLLER,Endos-roller obličej balíček a dekolt 10 ošetření sleva 15%,5 100Kč,1,"Ošetření obličeje, v momentě kdy nám natéká obličej nebo chceme vytvořit jemný liftingový efekt"
kavitace,KAVITACE,Kavitace paže (45 minut),900Kč,1,Základní ultrazvuková kavitace jedné partie těla - paže
kavitace,KAVITACE,Kavitace břicho (50minut),1 100Kč,1,Ultrazvuková kavitace jedné partie těla - břicho
kavitace,KAVITACE,Kavitace nohy (50minut),1 100Kč,1,Ultrazvuková kavitace jedné partie těla - nohy
kavitace,KAVITACE,Kavitace zadek (50minut),1 100Kč,1,Ultrazvuková kavitace jedné partie těla - zadek
kavitace,KAVITACE,2 partie (100 minut),2 000Kč,1,Ultrazvuková kavitace jedné partie těla - 2 partie
ostatni-sluzby,LPG,LPG celé tělo 60 minut,1 600Kč,1,Ošetření těla pomocí systému LPG
ostatni-sluzby,OSTATNÍ SLUŽBY,Obličejová modelace a lifting komginace 2 technologií,700Kč,1,"Ošetření obličeje, lifting, konturace, odvodnění"
ostatni-sluzby,OSTATNÍ SLUŽBY,Balíček 5 ošetření sleva 10%,0Kč,1,Speciální balíček služeb s výhodnou cenou.
ostatni-sluzby,OSTATNÍ SLUŽBY,Balíček 15 ošetření sleva 15%,0Kč,1,Prémiový balíček služeb pro náročné klienty.
Prodlužování vlasů,OSTATNÍ SLUŽBY,Nové nasazení vlasů,26Kč,1,Prodloužení vlasů mikro spoji keratinem
Prodlužování vlasů,OSTATNÍ SLUŽBY,Posunutí vlasů,29Kč,1,Prodloužení vlasů mikro spoji keratinem
Prodlužování vlasů,OSTATNÍ SLUŽBY,Rozčesání dredu cena za půl hodiny,300Kč,1,Prodloužení vlasů mikro spoji keratinem
kosmetika,HYDRAFACIAL,Základní ošetření Hydrafacialem -  Basic,1 550Kč,1,"Kompletní kosmetické ošetření zahrnující čištění pleti, tonizaci, exfoliaci, relaxaci a vyživení. Speciálně navrženo pro suchou pleť. Masáž rukou"
kosmetika,HYDRAFACIAL,Ošetření Hydrafacialem - Standard,1 900Kč,1,"Kompletní kosmetické ošetření zahrnující čištění pleti, tonizaci, exfoliaci, relaxaci a vyživení. Speciálně navrženo pro suchou pleť. Masáž rukou"
kosmetika,HYDRAFACIAL,Ošetření Hydrafacialem - GOLD,2 300Kč,1,"Kompletní kosmetické ošetření zahrnující čištění pleti, tonizaci, exfoliaci, relaxaci a vyživení. Speciálně navrženo pro suchou pleť. Masáž rukou"
